token,entity
pge3,pharmacologic_substance
australine,drug
glycogenosis,disease_or_syndrome
levorphanol,pharmacologic_substance
dsp4,drug
ly2603618,pharmacologic_substance
sar245409,pharmacologic_substance
imepitoin,drug
gamithromycin,drug
galvinoxyl,drug
methandienone,drug
extremities,body_part_organ_or_organ_component
hypercalciuria,disease
melanoma,disease
copper,pharmacologic_substance
dextrose,drug
deoxycorticosterone,drug
acetylglucosamine,pharmacologic_substance
erythroleukemia,neoplastic_process
hypertriglyceridemia,disease_or_syndrome
fmau,drug
thio-tepa,drug
vitamins,pharmacologic_substance
calcitriol,pharmacologic_substance
buprenorphine,pharmacologic_substance
cortexone,drug
gangrene,disease_or_syndrome
norgestrel,drug
epistaxis,disease
9-aminocamptothecin,pharmacologic_substance
impetigo,disease_or_syndrome
hepatoblastomas,neoplastic_process
acrivastine,drug
fosamprenavir,drug
apnea,disease
cartilages,tissue
methoxyamine,drug
rolipram,drug
nsaids,pharmacologic_substance
besnoitiosis,disease
thioxanthine,pharmacologic_substance
nbti,pharmacologic_substance
macrolides,drug
fludelone,pharmacologic_substance
forphenicinol,pharmacologic_substance
ag1478,drug
atrasentan,drug
chorea,disease
microcephaly,anatomy
ophthalmia,disease_or_syndrome
fiau,drug
ono-6818,drug
4-tert-butylphenol,drug
meta-tyrosine,pharmacologic_substance
nivolumab,drug
exilis,pharmacologic_substance
olanzapine,pharmacologic_substance
miosis,disease
cistinexine,pharmacologic_substance
prolapse,disease_or_syndrome
para-nitrophenyl,drug
gly-pro-arg,drug
folliculitis,disease
opium,pharmacologic_substance
octadecylamine,pharmacologic_substance
calvarium,body_part_organ_or_organ_component
dipyrone,pharmacologic_substance
mepolizumab,drug
patella,anatomy
azomycin,pharmacologic_substance
acetanilide,pharmacologic_substance
n-acetoxy-phip,drug
paleostriatum,anatomy
yvad-cmk,drug
latuda,drug
priligy,drug
methoxyfenozide,drug
choroiditis,disease_or_syndrome
probucol,pharmacologic_substance
gdc-0980,pharmacologic_substance
nocturia,disease_or_syndrome
tongues,body_part_organ_or_organ_component
macitentan,pharmacologic_substance
barbital,drug
gs-5734,pharmacologic_substance
etalpha,drug
onartuzumab,pharmacologic_substance
odanacatib,drug
desmethylnaproxen,drug
wp1066,pharmacologic_substance
lymphangioleiomyomas,disease
mek162,pharmacologic_substance
talarozole,pharmacologic_substance
belatacept,drug
regadenoson,drug
cgp57148,drug
2-dcecp,drug
lymphoglobuline,pharmacologic_substance
epitheliomas,disease
mgcd-0103,pharmacologic_substance
succinylcholine,drug
cp-751871,pharmacologic_substance
n-methylpiperidine,pharmacologic_substance
mirapex,pharmacologic_substance
ski606,pharmacologic_substance
perfluorooctanoate,pharmacologic_substance
phenserine,pharmacologic_substance
myo-029,drug
anencephaly,anatomy
malignancy,neoplastic_process
thymus,anatomy
agar,pharmacologic_substance
myalgia,disease
taxol,drug
propranolol,drug
diethylenetriamine,pharmacologic_substance
dermatoses,disease_or_syndrome
reticulum,anatomy
norverapamil,pharmacologic_substance
mecamylamine,drug
acetaminophen,drug
radius,body_part_organ_or_organ_component
immunoconjugates,drug
adrenocorticotropin,drug
sufentanil,pharmacologic_substance
antimalarials,drug
mgcl2,drug
epinine,drug
zoxazolamine,pharmacologic_substance
filgrastim,pharmacologic_substance
u0126,pharmacologic_substance
guanidine,pharmacologic_substance
osi-774,pharmacologic_substance
panitumumab,pharmacologic_substance
tirofiban,pharmacologic_substance
il12,pharmacologic_substance
septicemias,disease_or_syndrome
sulphamethoxazole,drug
aminoglycosides,pharmacologic_substance
ns-187,pharmacologic_substance
p-benzoquinone,pharmacologic_substance
microsporidiosis,disease
f-63,drug
androstenediol,pharmacologic_substance
nvp-aew541,pharmacologic_substance
oligodendroglioma,neoplastic_process
insulinomas,disease
liposarcoma,neoplastic_process
dermatomycoses,disease
gamma-terpinene,drug
propionamide,drug
guaiacol,pharmacologic_substance
clozapine,drug
ipilimumab,drug
dapoxetine,drug
diazoxide,drug
polio,disease
borax,drug
plinabulin,drug
azd5363,drug
nemorubicin,drug
podofilox,drug
thyroxin,drug
soblidotin,drug
glucosone,drug
6-thioxanthine,pharmacologic_substance
phenylenediamines,drug
guidor,drug
cep-1347,pharmacologic_substance
macroglossia,disease_or_syndrome
undernutrition,disease_or_syndrome
papillitis,disease_or_syndrome
apg101,drug
dipentene,pharmacologic_substance
glucal,pharmacologic_substance
androblastomas,neoplastic_process
srt2104,drug
chyloperitoneum,disease
cep-33779,drug
neuroretinitis,disease
predonine,drug
targretin,pharmacologic_substance
ciglitazone,drug
saiboku-to,drug
13-hode,pharmacologic_substance
ly293558,pharmacologic_substance
n-chlorotaurine,drug
melancholia,disease
abegrin,pharmacologic_substance
lispro,drug
tretazicar,drug
cloaca,anatomy
tl-1,pharmacologic_substance
dermatophytoses,disease
neomercazole,drug
cilomilast,drug
dandruff,disease_or_syndrome
eburnamonine,drug
roemerine,drug
xrp6258,pharmacologic_substance
cetavlon,pharmacologic_substance
polyacetylenes,drug
a23187,drug
aldosterone,pharmacologic_substance
acetone,pharmacologic_substance
stroke,disease_or_syndrome
5-iminodaunomycin,drug
adrenocorticotropin,pharmacologic_substance
carboquone,drug
melarsoprol,pharmacologic_substance
quin2,drug
ddmp,drug
parainfluenza,disease
thrombophilia,disease_or_syndrome
cci-779,drug
fursultiamine,drug
bepotastine,pharmacologic_substance
clavulones,pharmacologic_substance
leukeran,pharmacologic_substance
hboc-201,pharmacologic_substance
5-oxoprolinuria,disease
pegasys,pharmacologic_substance
mesalazine,pharmacologic_substance
karenitecin,drug
tert-butylhydroquinone,drug
eipa,pharmacologic_substance
web-2086,drug
statins,drug
beta-caryophyllene,drug
methandrostenolone,drug
rimexolone,pharmacologic_substance
bite,disease
actinonin,drug
adozelesin,drug
beta-glucans,drug
naphthalan,pharmacologic_substance
sgi-110,drug
chidamide,pharmacologic_substance
o-desmethylvenlafaxine,drug
ligustrazine,drug
cilostazol,pharmacologic_substance
triclosan,drug
cabazitaxel,drug
masitinib,drug
zonisamide,pharmacologic_substance
opipramol,drug
kpt-330,drug
formoterol,drug
timp-3,pharmacologic_substance
phytate,drug
xylitol,drug
cystadenomas,neoplastic_process
sr140333,pharmacologic_substance
belimumab,drug
dimyristoylphosphatidylcholine,drug
aavp,pharmacologic_substance
zonal,drug
hydrastine,pharmacologic_substance
atheroma,disease
milnacipran,drug
adenoids,body_part_organ_or_organ_component
eticlopride,pharmacologic_substance
angiofibroma,neoplastic_process
isometamidium,drug
gsk2879552,pharmacologic_substance
blz945,pharmacologic_substance
stigmastanol,pharmacologic_substance
mdi-b,pharmacologic_substance
progestagens,pharmacologic_substance
norfenfluramine,drug
radicava,drug
cochleas,anatomy
4-hydroxyphenylglycine,pharmacologic_substance
mmsc,drug
abciximab,pharmacologic_substance
osteons,anatomy
tocol,drug
nsc95397,pharmacologic_substance
ggf2,disease
flovent,drug
chr-2797,drug
azd-0530,pharmacologic_substance
dalcetrapib,pharmacologic_substance
ci-1040,drug
t-1032,drug
chungkookjang,drug
revaprazan,pharmacologic_substance
gw2974,drug
ha-966,pharmacologic_substance
madopar,drug
madopar,pharmacologic_substance
mln2238,drug
xylopine,drug
cu-atsm,drug
disarib,pharmacologic_substance
4-methylethcathinone,pharmacologic_substance
strychnobiflavone,pharmacologic_substance
stericol,pharmacologic_substance
etp-46321,pharmacologic_substance
biphalin,pharmacologic_substance
5-fluoropyrimidine,drug
ilorasertib,drug
paragonimiasis,disease
2-amino-1-phenylbutane,pharmacologic_substance
tenovin-1,drug
arterioles,anatomy
insomnia,disease
immunomodulators,drug
acth,drug
allopurinol,pharmacologic_substance
ketoconazole,drug
riboflavin,drug
swayback,anatomy
sucralfate,pharmacologic_substance
shoulder,anatomy
l-methionine,pharmacologic_substance
parasitemia,disease
bms-378806,drug
guanidine,drug
fingolimod,drug
antral,pharmacologic_substance
r115777,drug
tabloid,drug
scytonemin,drug
utricle,body_part_organ_or_organ_component
quadriparesis,disease
levofloxacin,drug
collagenases,drug
pga,drug
amoxicillin,drug
pacritinib,pharmacologic_substance
azd1480,pharmacologic_substance
rivastigmine,pharmacologic_substance
fluoranthene,pharmacologic_substance
candesartan,pharmacologic_substance
epoprostenol,drug
bronchiectasis,disease
3tc,drug
scrapie,disease
carotenoids,pharmacologic_substance
artemisin,drug
horns,body_part_organ_or_organ_component
monosomies,anatomy
avacopan,drug
lipopeptides,drug
ngr-htnf,pharmacologic_substance
bms-599626,drug
xanthan,pharmacologic_substance
hirudin,pharmacologic_substance
calcidiol,pharmacologic_substance
oclacitinib,drug
homoeriodictyol,drug
delta-lysin,drug
pseudoaneurysm,disease
glycoglycerolipid,drug
moperone,pharmacologic_substance
triazolam,pharmacologic_substance
muse,drug
hypophosphatasia,disease_or_syndrome
acupoints,anatomy
hypersalivation,disease
apto-253,drug
flupentixol,pharmacologic_substance
aman,pharmacologic_substance
2-aminothiazole,drug
nsc-308847,drug
terodiline,drug
gelsemine,drug
l-741626,pharmacologic_substance
opana,pharmacologic_substance
cyclen,pharmacologic_substance
2-hydroxyamino-phip,drug
cinanserin,pharmacologic_substance
bacillibactin,pharmacologic_substance
mesenteries,anatomy
ipi-504,drug
theoesberiven,drug
gdc-0449,pharmacologic_substance
diolein,drug
tizoxanide,drug
pf-114,drug
sarcoidosis,disease_or_syndrome
vein,body_part_organ_or_organ_component
limb,body_part_organ_or_organ_component
dopexamine,drug
roxatidine,drug
dehydroepiandrosterone,pharmacologic_substance
insulin,drug
norethisterone,pharmacologic_substance
erythroleukemia,disease
periosteum,anatomy
hypoplasia,disease
myocardium,anatomy
isophosphamide,pharmacologic_substance
lymphadenopathy,disease
urea,drug
isotretinoin,pharmacologic_substance
phosphoramidite,pharmacologic_substance
hpns,disease
adrenaline,pharmacologic_substance
mncl2,pharmacologic_substance
mastocytoma,disease
amitriptyline,pharmacologic_substance
amphetamine,drug
nephrosis,disease_or_syndrome
treosulfan,drug
albendazole,pharmacologic_substance
nitroaspirin,pharmacologic_substance
endophthalmitis,disease
mebeverine,drug
bunazosin,drug
methamphetamine,pharmacologic_substance
gemtuzumab,drug
cyclopentenone,drug
otosclerosis,disease
radiopharmaceuticals,pharmacologic_substance
carbonates,drug
carbonates,pharmacologic_substance
fk-506,drug
daph1,pharmacologic_substance
4-hydroxynonenal,drug
ly231514,drug
isoguvacine,pharmacologic_substance
cabozantinib,pharmacologic_substance
vorinostat,pharmacologic_substance
lymphangioleiomyomatosis,neoplastic_process
3-deazaneplanocin,drug
antlers,anatomy
sb-242084,pharmacologic_substance
favipiravir,pharmacologic_substance
etidronate,pharmacologic_substance
barasertib,drug
lipodystrophy,disease
bronchi,body_part_organ_or_organ_component
elotuzumab,pharmacologic_substance
baicalin,drug
torso,anatomy
curosurf,pharmacologic_substance
abc294640,drug
dehydroleucodine,pharmacologic_substance
a-12,drug
endopeptidases,pharmacologic_substance
oregovomab,pharmacologic_substance
pleurisy,disease_or_syndrome
sirtinol,pharmacologic_substance
delta-lysin,pharmacologic_substance
ketoacidosis,disease
meta-iodobenzylguanidine,pharmacologic_substance
mag-fura-2,pharmacologic_substance
oritavancin,drug
11-ketodihydrotestosterone,pharmacologic_substance
chlormethiazole,drug
schwannomas,neoplastic_process
thiopental,pharmacologic_substance
capsazepine,pharmacologic_substance
dfna15,disease_or_syndrome
5-meo-dalt,pharmacologic_substance
tryptamide,pharmacologic_substance
go-y078,drug
deta-nonoate,drug
desmethylnaproxen,pharmacologic_substance
ono-4059,pharmacologic_substance
bisbenzimide,pharmacologic_substance
guanethidine,pharmacologic_substance
2-methoxyphenol,drug
atca,drug
s16020,pharmacologic_substance
nor-bni,pharmacologic_substance
ispinesib,pharmacologic_substance
banoxantrone,drug
abt-089,pharmacologic_substance
osi-906,pharmacologic_substance
arzoxifene,pharmacologic_substance
coam,drug
ambush,drug
senkyunolide,drug
achromatopsia,disease_or_syndrome
cc-115,pharmacologic_substance
dichlororibofuranosylbenzimidazole,pharmacologic_substance
6-thiohypoxanthine,drug
eriofertopin,drug
afutuzumab,drug
mitozantrone,pharmacologic_substance
thyroid,anatomy
l-leucine,pharmacologic_substance
sarcomas,disease
8-azaguanine,pharmacologic_substance
3-aminobenzamide,pharmacologic_substance
catecholamines,pharmacologic_substance
burn,disease
dibromodulcitol,drug
helenalin,pharmacologic_substance
arc,disease_or_syndrome
polyarthritis,disease
axilla,anatomy
methasquin,drug
deoxycholate,drug
erythroderma,disease_or_syndrome
n-acetylcysteine,drug
anticholinergics,pharmacologic_substance
parkinsonism,disease_or_syndrome
midazolam,pharmacologic_substance
vasoconstrictors,pharmacologic_substance
ichthyosis,disease_or_syndrome
ns-187,drug
forphenicinol,drug
diphenyleneiodonium,drug
diphenyleneiodonium,pharmacologic_substance
isoniazid,pharmacologic_substance
tboa,pharmacologic_substance
simvastatin,drug
furoxan,drug
osimertinib,drug
fendiline,drug
astaxanthin,pharmacologic_substance
anti-allergics,pharmacologic_substance
lactams,drug
selamectin,drug
fusariosis,disease_or_syndrome
mucormycosis,disease_or_syndrome
abiraterone,pharmacologic_substance
vasculitides,disease
skulls,anatomy
pevonedistat,pharmacologic_substance
indoloquinazoline,drug
threonate,drug
sacubitril,pharmacologic_substance
90y-dota-biotin,pharmacologic_substance
gluconolactone,pharmacologic_substance
eo9,pharmacologic_substance
z-phe-ala-ch2f,drug
leiomyosarcomas,disease
liposarcomas,disease
epz-5676,pharmacologic_substance
ganetespib,drug
spondylitis,disease
sits,pharmacologic_substance
rxdx-101,drug
vs-5584,drug
azd7762,pharmacologic_substance
acycloguanosine,pharmacologic_substance
ecthyma,disease
go-y078,pharmacologic_substance
tauroursodeoxycholate,drug
aleve,pharmacologic_substance
manidipine,pharmacologic_substance
viphyb,pharmacologic_substance
fortecortin,pharmacologic_substance
paracoccidioidomycosis,disease_or_syndrome
lymphangioma,neoplastic_process
tacalcitol,drug
laryngitis,disease_or_syndrome
fructooligosaccharide,pharmacologic_substance
chlorophos,pharmacologic_substance
hedamycin,pharmacologic_substance
zalcitabine,drug
maids,disease
talampanel,pharmacologic_substance
cevimeline,drug
trimethaphan,pharmacologic_substance
gw7647,pharmacologic_substance
fluoxymesterone,pharmacologic_substance
cytoxazone,drug
wr-1339,pharmacologic_substance
welchol,pharmacologic_substance
pilomatricoma,disease
halotestin,drug
zerumbone,pharmacologic_substance
vid400,drug
tumor,disease
interferon,drug
malignancies,neoplastic_process
dizziness,disease
nitroprusside,drug
progestin,drug
nomegestrol,drug
fluorouracil,drug
noac,drug
5-fluorouridine,drug
dipyridamole,drug
bisulfite,drug
norfloxacin,drug
7-dihydrobenfluron,pharmacologic_substance
nadolol,drug
thyrotropin,pharmacologic_substance
coccidiosis,disease
diethylpropion,pharmacologic_substance
as2o3,pharmacologic_substance
tolbutamide,pharmacologic_substance
nsc-330507,pharmacologic_substance
polyallylamine,drug
lacosamide,drug
lurtotecan,pharmacologic_substance
nadroparin,drug
imiquimod,pharmacologic_substance
am80,pharmacologic_substance
tao,drug
urbason,pharmacologic_substance
aap,drug
bufalin,drug
axitinib,drug
dactolisib,pharmacologic_substance
ddc,drug
ccg-203971,drug
acriflavine,pharmacologic_substance
iogulamide,drug
hemoglobinopathy,disease
subfertility,disease
versed,pharmacologic_substance
eylea,drug
ameloblastoma,neoplastic_process
caryophyllene,pharmacologic_substance
agammaglobulinemia,disease_or_syndrome
fluazaindolizine,drug
pirarubicin,drug
avacopan,pharmacologic_substance
olmutinib,drug
incb039110,pharmacologic_substance
polydatin,pharmacologic_substance
mocap,pharmacologic_substance
bumetanide,drug
hydroxyguanidine,drug
lmp400,pharmacologic_substance
felodipine,pharmacologic_substance
cementoblast,anatomy
gdc-0980,drug
fluorides,pharmacologic_substance
erbitux,drug
pyrrolnitrin,drug
nimorazole,pharmacologic_substance
ara-5-aza-cyd,drug
morpholinodaunomycin,pharmacologic_substance
solnatide,pharmacologic_substance
brd32048,pharmacologic_substance
myrcludex-b,pharmacologic_substance
methylazoxymethanol,pharmacologic_substance
lumiliximab,pharmacologic_substance
mirapex,drug
mgcd0103,pharmacologic_substance
zantac,pharmacologic_substance
17-allylaminogeldanamycin,drug
brl49653,pharmacologic_substance
taps,drug
tl-1,drug
saccules,body_part_organ_or_organ_component
dyt1,disease
hbi-8000,pharmacologic_substance
para-tyrosine,drug
vescalagin,pharmacologic_substance
cb-te1a1p,drug
iscu,pharmacologic_substance
intussusceptions,disease_or_syndrome
urticaria,disease_or_syndrome
trimetrexate,drug
endometriosis,disease_or_syndrome
fmtx,drug
cataract,anatomy
thrombophlebitis,disease_or_syndrome
doxylamine,drug
bendectin,drug
adriamycin-dna,pharmacologic_substance
resazurin,drug
abacavir,pharmacologic_substance
chimerivax,drug
nimotuzumab,drug
zoledronate,drug
cidp,disease
s3483,pharmacologic_substance
panniculitis,disease_or_syndrome
